Ente;Misura;Tipo;Annualit… precedenti;2007;2008;2009;2010;2011;2012;2013
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;17353,06;28391,37;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER COMPETENZA;0;0;0;0;39980,83;0;5763,62;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER ANNO SOLARE;0;0;0;0;0;17353,06;28391,39;0
Unione di Comuni Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;DOMANDE PAGAMENTO RINNOVI;0;12086,05;12086,05;0;12086,05;0;0;0
Unione di Comuni Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;IN ISTRUTTORIA;0;0;0;0;12086,05;0;0;0
Unione di Comuni Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;RIDUZIONI DA CONTROLLI SIGC;0;0;81,83;0;0;0;0;0
Unione di Comuni Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;LIQUIDATO PER COMPETENZA;0;0;0;17089,85;16976,87;0;17174,3;0
Unione di Comuni Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;LIQUIDATO PER ANNO SOLARE;0;0;0;0;17089,85;16976,87;17174,3;0
Unione di Comuni Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;AUTORIZZATO PER COMPETENZA;0;0;0;0;16976,87;0;17174,3;0
Unione di Comuni Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;16976,87;17174,3;0
Unione di Comuni Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;PAGATO PER COMPETENZA;0;0;0;0;16976,86;0;17174,3;0
Unione di Comuni Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;PAGATO PER ANNO SOLARE;0;0;0;0;0;16976,86;17174,3;0
Unione di Comuni Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;RICHIESTO;0;0;0;0;436300;0;0;0
Unione di Comuni Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER COMPETENZA;0;0;0;0;34496;0;0;0
Unione di Comuni Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER ANNO SOLARE;0;0;0;0;15600;18896;0;0
Unione di Comuni Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO SALDO;0;0;0;0;15600;0;17826;0
Unione di Comuni Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER COMPETENZA;0;0;0;0;15600;0;17826;0
Unione di Comuni Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;15600;17826;0
Unione di Comuni Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;DOMANDE REVOCATE;0;8095,24;0;0;0;0;0;0
Unione di Comuni Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER COMPETENZA;0;0;0;227,35;227,35;0;227,35;0
Unione di Comuni Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;454,7;227,35;0
Unione di Comuni Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER COMPETENZA;0;0;0;227,35;227,35;0;227,35;0
Unione di Comuni Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;454,7;227,35;0
Unione di Comuni Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER COMPETENZA;0;0;0;227,34;227,34;0;227,34;0
Unione di Comuni Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER ANNO SOLARE;0;0;0;0;0;454,68;227,34;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;RICHIESTO;0;0;280000;0;80000;0;0;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER COMPETENZA;0;0;80000;0;0;40000;0;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER ANNO SOLARE;0;0;0;80000;0;40000;0;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;DOMANDE PAGAMENTO ANTICIPO;0;0;120000;0;0;0;0;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER COMPETENZA;0;0;120000;0;0;0;0;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER ANNO SOLARE;0;0;0;80000;0;40000;0;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER COMPETENZA;0;0;120000;0;0;0;120000;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER ANNO SOLARE;0;0;0;40000;40000;40000;120000;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;PAGATO PER COMPETENZA;0;0;120000;0;0;0;120000;0
C.M. Val di Bisenzio;(PSR112) Insediamento giovani agricoltori;PAGATO PER ANNO SOLARE;0;0;0;40000;40000;40000;120000;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;RICHIESTO;0;0;388560,9;147478,25;66871,22;0;0;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER COMPETENZA;0;0;204681,85;122334,06;96210,47;0;0;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER ANNO SOLARE;0;0;137229;67452,85;96157,48;80587,05;41800;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO ANTICIPO;0;0;11805,97;0;0;0;0;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO SALDO;0;0;129856,63;89789,85;49557,77;0;0;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER COMPETENZA;0;0;141662,6;94930,95;49557,77;0;0;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER ANNO SOLARE;0;0;0;119366,16;93204,14;73581,02;0;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER COMPETENZA;0;0;141662,6;94930,95;49557,77;0;0;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER ANNO SOLARE;0;0;0;119366,16;93204,14;73581,02;0;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;PAGATO PER COMPETENZA;0;0;139787,6;83209,84;49557,77;0;0;0
C.M. Val di Bisenzio;(PSR121) Ammodernamento delle aziende;PAGATO PER ANNO SOLARE;0;0;0;117491,17;81483,02;73581,02;0;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;RICHIESTO;0;0;105397;34140;8700;0;0;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;ASSEGNATO PER COMPETENZA;0;0;55429,29;6300;0;0;0;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;ASSEGNATO PER ANNO SOLARE;0;0;0;24048,25;37681,04;0;0;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;DOMANDE PAGAMENTO ANTICIPO;0;0;6271,73;0;0;0;0;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;DOMANDE PAGAMENTO SALDO;0;0;24880,81;0;6300;0;0;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;LIQUIDATO PER COMPETENZA;0;0;31152,54;0;6300;0;0;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;LIQUIDATO PER ANNO SOLARE;0;0;0;21779,67;15672,87;0;0;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;AUTORIZZATO PER COMPETENZA;0;0;31152,54;0;6300;0;48480;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;AUTORIZZATO PER ANNO SOLARE;0;0;0;21779,67;15672,87;0;48480;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;PAGATO PER COMPETENZA;0;0;31152,52;0;6300;0;48480;0
C.M. Val di Bisenzio;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;PAGATO PER ANNO SOLARE;0;0;0;21779,66;15672,86;0;48480;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;RICHIESTO;0;0;7420;0;0;0;0;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;ASSEGNATO PER COMPETENZA;0;0;7393,2;0;0;0;0;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;ASSEGNATO PER ANNO SOLARE;0;0;7393,2;0;0;0;0;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;DOMANDE PAGAMENTO SALDO;0;0;7393,2;0;0;0;0;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;LIQUIDATO PER COMPETENZA;0;0;7393,2;0;0;0;0;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;LIQUIDATO PER ANNO SOLARE;0;0;0;7393,2;0;0;0;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;AUTORIZZATO PER COMPETENZA;0;0;7393,2;0;0;0;0;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;AUTORIZZATO PER ANNO SOLARE;0;0;0;7393,2;0;0;0;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;PAGATO PER COMPETENZA;0;0;7393,2;0;0;0;0;0
C.M. Val di Bisenzio;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;PAGATO PER ANNO SOLARE;0;0;0;7393,2;0;0;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;RICHIESTO;0;9130,92;2167,1;0;899,3;0;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;DOMANDE PAGAMENTO RINNOVI;0;0;5925,36;5266,97;5266,97;5234,47;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;ASSEGNATO PER COMPETENZA;0;9130,92;0;0;0;0;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;ASSEGNATO PER ANNO SOLARE;0;0;9130,92;0;0;0;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;DOMANDE REVOCATE;0;5925,36;5925,36;0;0;0;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;IN ISTRUTTORIA;0;0;0;0;5266,97;5234,47;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;LIQUIDATO PER COMPETENZA;0;0;0;5266,97;0;5266,97;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;10533,94;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;AUTORIZZATO PER COMPETENZA;0;0;0;5266,97;0;5266,97;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;10533,94;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;PAGATO PER COMPETENZA;0;0;0;5266,98;5266,98;0;0;0
C.M. Val di Bisenzio;(PSR211) Indennit… per le zone montane;PAGATO PER ANNO SOLARE;0;0;0;0;0;10533,96;0;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;RICHIESTO;0;9926,75;17090,93;35478,52;2406,41;0;0;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;DOMANDE PAGAMENTO RINNOVI;0;0;11944,7;23130,89;32202,22;0;0;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER COMPETENZA;0;9926,75;17090,93;35420,04;2406,41;0;0;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER ANNO SOLARE;0;0;27017,68;35420,04;2406,41;0;0;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;DOMANDE REVOCATE;0;0;0;455,39;0;0;0;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;IN ISTRUTTORIA;0;0;0;0;1835,61;0;0;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;188,57;790,87;3483,93;3781,13;0;0;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER COMPETENZA;0;9738,18;28244,76;54611,61;28991,89;0;1584,48;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER ANNO SOLARE;0;0;9738,18;28244,76;39003,03;20975,51;25209,44;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER COMPETENZA;0;9738,18;28244,76;54611,61;28991,89;0;1584,48;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER ANNO SOLARE;0;0;9738,18;28244,76;39003,03;20975,51;25209,44;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER COMPETENZA;0;9738,18;37602,68;54611,61;28682,55;0;1584,5;0
C.M. Val di Bisenzio;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER ANNO SOLARE;0;0;9738,18;28244,77;48543,04;20793,39;24900,14;0
C.M. Val di Bisenzio;(PSR225) Pagamenti per interventi silvoambientali;AUTORIZZATO PER COMPETENZA;0;0;0;0;0;0;19278,95;0
C.M. Val di Bisenzio;(PSR225) Pagamenti per interventi silvoambientali;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;0;19278,95;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;RICHIESTO;0;0;0;25760;35682,5;0;0;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;ASSEGNATO PER COMPETENZA;0;0;0;20044,19;21210;0;0;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;20044,19;21210;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;DOMANDE PAGAMENTO ANTICIPO;0;0;0;10022,09;10605;0;0;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;DOMANDE PAGAMENTO SALDO;0;0;0;1274,57;0;0;0;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;LIQUIDATO PER COMPETENZA;0;0;0;11296,66;10605;0;0;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;LIQUIDATO PER ANNO SOLARE;0;0;0;0;10022,09;1274,57;10605;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;AUTORIZZATO PER COMPETENZA;0;0;0;11296,66;10605;0;8143,73;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;10022,09;1274,57;18748,73;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;PAGATO PER COMPETENZA;0;0;0;11296,66;10605;0;8143,73;0
C.M. Val di Bisenzio;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;PAGATO PER ANNO SOLARE;0;0;0;0;10022,09;1274,57;18748,73;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;RICHIESTO;0;0;0;28553;0;0;0;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;ASSEGNATO PER COMPETENZA;0;0;0;27944,4;0;0;0;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;27944,4;0;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;DOMANDE PAGAMENTO SALDO;0;0;0;22554,78;0;0;0;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;LIQUIDATO PER COMPETENZA;0;0;0;22554,78;0;0;0;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;22554,78;0;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;AUTORIZZATO PER COMPETENZA;0;0;0;22554,78;0;0;93549,9;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;22554,78;93549,9;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PAGATO PER COMPETENZA;0;0;0;22554,77;0;0;93549,91;0
C.M. Val di Bisenzio;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PAGATO PER ANNO SOLARE;0;0;0;0;0;22554,77;93549,91;0
C.M. Val di Bisenzio;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;ASSEGNATO PER COMPETENZA;0;0;0;24304,13;0;0;0;0
C.M. Val di Bisenzio;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;ASSEGNATO PER ANNO SOLARE;0;0;0;24304,13;0;0;0;0
C.M. Val di Bisenzio;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;DOMANDE PAGAMENTO SALDO;0;0;0;10217,25;0;0;0;0
C.M. Val di Bisenzio;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;LIQUIDATO PER COMPETENZA;0;0;0;10217,25;0;0;0;0
C.M. Val di Bisenzio;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;10217,25;0;0
C.M. Val di Bisenzio;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;AUTORIZZATO PER COMPETENZA;0;0;0;10217,25;0;0;0;0
C.M. Val di Bisenzio;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;10217,25;0;0
C.M. Val di Bisenzio;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PAGATO PER COMPETENZA;0;0;0;10217,25;0;0;0;0
C.M. Val di Bisenzio;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PAGATO PER ANNO SOLARE;0;0;0;0;0;10217,25;0;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;RICHIESTO;0;0;48000;272204,5;63607;0;0;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER COMPETENZA;0;0;0;127523,5;0;25000;0;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER ANNO SOLARE;0;0;0;0;127523,5;25000;0;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO SALDO;0;0;0;127523,5;0;23871,86;0;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;IN ISTRUTTORIA;0;0;0;0;0;23871,86;0;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER COMPETENZA;0;0;0;127523,5;0;0;23871,86;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;0;7383,5;120140;23871,86;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER COMPETENZA;0;0;0;127523,5;0;0;50374,48;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;7383,5;120140;50374,48;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER COMPETENZA;0;0;0;127523,5;0;0;50374,47;0
C.M. Val di Bisenzio;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER ANNO SOLARE;0;0;0;0;7383,5;120140;50374,47;0
C.M. Val di Bisenzio;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER COMPETENZA;74144,2;0;0;0;0;0;0;0
C.M. Val di Bisenzio;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER ANNO SOLARE;0;74144,2;0;0;0;0;0;0
C.M. Val di Bisenzio;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;DOMANDE PAGAMENTO RINNOVI;0;90698,91;34661,02;10508,92;0;0;0;0
C.M. Val di Bisenzio;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;IN ISTRUTTORIA;0;15013,06;0;0;0;0;0;0
C.M. Val di Bisenzio;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;8597,04;6177,51;343,51;0;0;0;0
C.M. Val di Bisenzio;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER COMPETENZA;0;60242,89;24643,03;8407,89;0;0;0;0
C.M. Val di Bisenzio;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER ANNO SOLARE;0;3607,2;51927,25;23249,49;14509,87;0;0;0
C.M. Val di Bisenzio;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER COMPETENZA;0;60242,89;24643,03;8407,89;0;0;0;0
C.M. Val di Bisenzio;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER ANNO SOLARE;0;3607,2;51927,25;23249,49;14509,87;0;0;0
C.M. Val di Bisenzio;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER COMPETENZA;270;0;0;0;0;0;0;0
C.M. Val di Bisenzio;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER ANNO SOLARE;0;270;0;0;0;0;0;0
C.M. Val di Merse;(PSR112) Insediamento giovani agricoltori;RICHIESTO;0;0;800000;0;0;0;0;0
C.M. Val di Merse;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER COMPETENZA;0;0;160000;0;0;0;0;0
C.M. Val di Merse;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER ANNO SOLARE;0;0;0;0;160000;0;0;0
C.M. Val di Merse;(PSR112) Insediamento giovani agricoltori;DOMANDE PAGAMENTO ANTICIPO;0;0;80000;0;0;0;0;0
C.M. Val di Merse;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER COMPETENZA;0;0;80000;0;0;0;0;0
C.M. Val di Merse;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;80000;0;0
C.M. Val di Merse;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER COMPETENZA;0;0;80000;0;0;0;280000;0
C.M. Val di Merse;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;80000;280000;0
C.M. Val di Merse;(PSR112) Insediamento giovani agricoltori;PAGATO PER COMPETENZA;0;0;80000;0;0;0;280000;0
